ID	Hospedador	Especie
KY246509	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246510	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246511	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246512	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246513	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246514	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246515	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246516	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246517	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246518	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246519	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246520	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246521	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246522	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246523	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246524	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246525	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246526	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246527	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246528	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246529	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-2
KY246530	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246531	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246532	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246533	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246534	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246535	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246536	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246537	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-2
KY246538	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246539	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-2
KY246541	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-2
KY246542	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246543	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246544	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246545	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246546	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246548	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-2
KY246549	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246550	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246551	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-2
KY246552	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246553	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-2
KY246554	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246555	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246556	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-2
KY246557	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246558	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246559	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246560	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-2
KY246561	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246562	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-2
KY246563	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246564	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246565	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-2
KY246566	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246567	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246568	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246569	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246570	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-2
KY246571	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246572	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
KY246573	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-2
KY246574	vertebrates,human	Anelloviridae,,Torque teno Leptonychotes weddellii virus-1
